Sample,Rjct,Data File,Acq. Date-Time,Type,Level,Solution Label,7  Li  [ No Gas ] ,,,7  Li  [ He ] ,,,9  Be  [ No Gas ] ,,,9  Be  [ He ] ,,,45  Sc  [ No Gas ] ,,,45  Sc  [ He ] ,,,51  V  [ No Gas ] ,,,51  V  [ He ] ,,,52  Cr  [ No Gas ] ,,,52  Cr  [ He ] ,,,59  Co  [ No Gas ] ,,,59  Co  [ He ] ,,,60  Ni  [ No Gas ] ,,,60  Ni  [ He ] ,,,63  Cu  [ No Gas ] ,,,63  Cu  [ He ] ,,,66  Zn  [ No Gas ] ,,,66  Zn  [ He ] ,,,71  Ga  [ No Gas ] ,,,71  Ga  [ He ] ,,,85  Rb  [ No Gas ] ,,,85  Rb  [ He ] ,,,88  Sr  [ No Gas ] ,,,88  Sr  [ He ] ,,,89  Y  [ No Gas ] ,,,89  Y  [ He ] ,,,90  Zr  [ No Gas ] ,,,90  Zr  [ He ] ,,,95  Mo  [ No Gas ] ,,,95  Mo  [ He ] ,,,107  Ag  [ No Gas ] ,,,107  Ag  [ He ] ,,,111  Cd  [ No Gas ] ,,,111  Cd  [ He ] ,,,118  Sn  [ No Gas ] ,,,118  Sn  [ He ] ,,,121  Sb  [ No Gas ] ,,,121  Sb  [ He ] ,,,133  Cs  [ No Gas ] ,,,133  Cs  [ He ] ,,,137  Ba  [ No Gas ] ,,,137  Ba  [ He ] ,,,138  Ba  [ He ] ,,,139  La  [ No Gas ] ,,,139  La  [ He ] ,,,140  Ce  [ No Gas ] ,,,140  Ce  [ He ] ,,,141  Pr  [ No Gas ] ,,,141  Pr  [ He ] ,,,146  Nd  [ No Gas ] ,,,146  Nd  [ He ] ,,,147  Sm  [ No Gas ] ,,,147  Sm  [ He ] ,,,153  Eu  [ No Gas ] ,,,153  Eu  [ He ] ,,,157  Gd  [ No Gas ] ,,,157  Gd  [ He ] ,,,159  Tb  [ No Gas ] ,,,159  Tb  [ He ] ,,,163  Dy  [ No Gas ] ,,,163  Dy  [ He ] ,,,165  Ho  [ No Gas ] ,,,165  Ho  [ He ] ,,,166  Er  [ No Gas ] ,,,166  Er  [ He ] ,,,169  Tm  [ No Gas ] ,,,169  Tm  [ He ] ,,,172  Yb  [ No Gas ] ,,,172  Yb  [ He ] ,,,175  Lu  [ No Gas ] ,,,175  Lu  [ He ] ,,,178  Hf  [ No Gas ] ,,,178  Hf  [ He ] ,,,181  Ta  [ No Gas ] ,,,181  Ta  [ He ] ,,,205  Tl  [ No Gas ] ,,,205  Tl  [ He ] ,,,206  [Pb]  [ He ] ,,,207  [Pb]  [ He ] ,,,208  Pb  [ No Gas ] ,,,208  Pb  [ He ] ,,,209  Bi  [ No Gas ] ,,,209  Bi  [ He ] ,,,232  Th  [ No Gas ] ,,,232  Th  [ He ] ,,,238  U  [ No Gas ] ,,,238  U  [ He ] ,,,103  Rh ( ISTD )  [ No Gas ] ,,,103  Rh ( ISTD )  [ He ] ,,
,,,,,, ,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,Conc. [ ppb ],CPS,CPS RSD,CPS,CPS RSD,ISTD Recovery %,CPS,CPS RSD,ISTD Recovery %
103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 5.29 is over the allowed maximum = 5.00,FALSE,001SMPL_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:32,Sample,,Wash,,1461.54,3.6,,13.35,43.3,,60.06,50,,0,N/A,,22715.13,1.3,,263.6,5.8,,6514.79,3.6,,120.12,54.6,,84008.98,1.6,,1474.9,12.7,,1488.24,6.3,,140.14,46.8,,1608.38,7.9,,480.49,10.4,,4642.13,5.6,,1364.77,12.3,,58088.01,4,,8631.45,5.6,,327,10.8,,13.35,114.6,,3250.33,2.6,,73.41,20.8,,6304.52,6.6,,296.97,22.4,,433.78,5.8,,30.03,57.7,,386.68,6,,66.67,37.7,,377.05,21.5,,90.09,29.4,,1451.54,9,,557.24,28.6,,63.4,32.9,,26.69,43.3,,537.22,31.5,,76.74,7.5,,156.82,35.2,,26.69,21.7,,1001.05,8,,56.72,20.4,,14940.44,3.2,,2185.71,0.7,,14713.3,1.8,,557.24,15,,130.13,13.3,,900.93,7.3,,306.98,19.1,,193.53,20.9,,30.03,88.2,,46.71,32.7,,16.68,91.7,,16.68,34.6,,6.67,86.6,,63.4,32.9,,10.01,0,,6.67,86.6,,3.34,173.2,,33.37,17.3,,20.02,86.6,,26.69,57.3,,10.01,100,,70.07,62.3,,53.39,10.8,,23.36,107.9,,10.01,100,,56.72,27,,6.67,173.2,,16.68,34.6,,3.34,173.2,,50.05,60,,13.35,86.6,,10,100,,0,N/A,,66.67,37.7,,50,72.1,,420.43,14.9,,286.96,7.3,,633.99,8.7,,670.69,5.4,,2696.34,9.2,,2626.07,3.4,,310.01,5.6,,123.33,41.6,,453.8,17.8,,196.87,42.3,,220.22,12,,130.13,15.4,1644821.96,5.3,,643019.05,1.1,
137  Ba  [ No Gas ] :  CPS RSD value = 5.64 is over the allowed maximum = 5.00,FALSE,002SMPL_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:36,Sample,,Wash,,1448.2,14,,3.34,173.2,,60.06,28.9,,3.34,173.2,,21455.22,0.3,,266.93,12.1,,6835.26,3.6,,133.47,33.8,,84848.21,0.5,,1424.84,11.8,,1638.41,3.7,,153.49,26.4,,1588.36,11.5,,450.46,10.2,,4511.95,0.8,,1358.1,0.4,,56932.11,1.8,,8941.97,4.1,,323.67,12.9,,26.69,21.7,,3257.01,2.8,,140.14,28.6,,6511.49,5.3,,230.23,17.4,,480.49,9.5,,53.39,60.3,,350.01,12.5,,50,52.9,,337.01,4.5,,106.77,30.1,,1421.5,1.9,,650.67,4.6,,56.72,27,,20.02,86.6,,477.15,10.3,,60.06,72.6,,186.85,27.5,,43.38,35.3,,957.67,7.4,,46.71,44.6,,14963.83,5.6,,2125.65,13.6,,13681.07,2.4,,580.6,8.6,,120.12,30,,1054.44,9,,290.29,29.5,,176.84,22.9,,33.37,62.4,,83.42,34.6,,20.02,50,,36.7,68.6,,6.67,86.6,,60.06,16.7,,16.68,124.9,,26.69,57.3,,20.02,50,,76.74,58.8,,30.03,33.3,,33.37,62.4,,6.67,86.6,,73.41,31.5,,20.02,50,,40.04,114.6,,6.67,173.2,,66.73,31.2,,20.02,86.6,,20.02,50,,6.67,173.2,,60.06,44.1,,0,N/A,,3.33,173.2,,6.67,86.6,,66.67,48.2,,46.67,32.7,,403.75,12.5,,240.24,23.2,,600.62,11.7,,547.23,19.6,,2993.37,0.6,,2612.73,5.9,,350.01,30.2,,100,55.7,,380.39,23.4,,186.85,21.7,,233.57,2.5,,126.79,39.7,1634779.16,2.6,,641077.99,0.6,
,FALSE,003SMPL_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:40,Sample,,Wash,,1488.24,15.1,,3.34,173.2,,80.08,25,,0,N/A,,20823.65,3.3,,233.57,23.6,,6665.01,5,,160.16,6.2,,85681.21,0.4,,1428.18,5.4,,1741.86,6.5,,260.26,20,,1581.68,1.9,,480.49,12.5,,4809.02,2.7,,1294.69,2.4,,57826.48,3.5,,8678.2,1.6,,430.44,18.2,,16.68,91.7,,3584.08,4.1,,116.78,90.8,,6608.3,6.6,,230.23,22.6,,510.52,7.8,,33.37,17.3,,473.34,24.5,,46.67,49.5,,343.68,21.5,,76.74,7.5,,1321.39,10.6,,563.91,11.8,,96.76,21.5,,20.02,50,,583.93,21.6,,96.76,53.1,,250.25,10.6,,26.69,57.3,,1137.86,11.9,,106.77,70.4,,14890.36,4.2,,2195.73,15.1,,13617.63,4.7,,623.97,12.9,,173.51,29.6,,1147.87,18.4,,300.31,31.8,,293.63,2,,73.41,55.1,,106.77,35.5,,40.04,50,,66.73,8.7,,10.01,100,,116.78,35.7,,30.03,57.7,,40.04,25,,20.02,86.6,,176.84,8.6,,46.71,49.5,,36.7,31.5,,26.69,114.6,,166.83,30.2,,53.39,10.8,,80.08,25,,30.03,120.2,,183.52,11.4,,50.05,34.6,,26.69,57.3,,13.35,43.3,,120.12,22,,40.04,66.1,,46.67,24.7,,16.67,124.9,,93.33,40.6,,46.67,65.5,,433.78,18.5,,256.92,4.5,,680.7,7.8,,647.33,14,,3096.84,5.2,,2866.35,6.2,,293.34,20.8,,173.33,29.6,,467.14,6.5,,230.23,11.5,,266.93,7.8,,190.19,21.1,1691422.89,1.4,,637679.36,2.8,
138  Ba  [ He ] :  CPS RSD value = 5.52 is over the allowed maximum = 5.00,FALSE,005CALB_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:48,CalBlk,1,Blank,0,1494.92,5.5,0,6.67,173.2,0,86.75,63.5,0,3.34,173.2,0,21010.7,2.3,0,250.25,43.3,0,6701.73,1.9,0,136.8,29.6,0,87302.84,1.2,0,1478.23,3.5,0,1922.07,11.6,0,196.86,25.1,0,1721.84,9.1,0,413.75,29.3,0,4695.55,2.7,0,1298.03,1.6,0,59579.25,2.7,0,8931.95,0.2,0,410.42,19.5,0,16.68,34.6,0,3804.37,3.2,0,106.77,10.8,0,6835.31,5,0,266.94,25,0,707.4,15.1,0,63.4,50.8,0,490.01,11.4,0,80,78.1,0,327,30.2,0,100.1,0,0,1528.29,5.7,0,617.3,8,0,110.11,9.1,0,33.37,75.5,0,764.13,3.3,0,136.8,36.8,0,210.21,25.2,0,43.38,58.1,0,1227.96,9.7,0,103.44,11.2,0,15207.7,2.3,0,2068.91,3.9,0,13961.75,5.5,0,864.23,8.5,0,186.85,11.2,0,1298.04,10.9,0,330.34,3,0,377.05,10.7,0,86.75,48,0,140.14,31.1,0,33.37,45.8,0,63.4,24.1,0,10.01,100,0,173.51,12,0,36.7,56.8,0,93.43,40.6,0,6.67,86.6,0,243.58,6.3,0,60.06,33.3,0,80.08,12.5,0,20.02,50,0,246.92,37.7,0,70.07,57.1,0,73.41,43.8,0,30.03,57.7,0,273.61,18.8,0,103.44,43.6,0,83.42,38.6,0,26.69,78.1,0,263.6,17.9,0,50.05,40,0,26.67,57.3,0,6.67,173.2,0,96.67,15.8,0,46.67,89.2,0,473.82,1.2,0,290.3,12.4,0,760.79,17.3,0,630.65,2.7,0,3013.4,4,0,2876.35,9.6,0,373.34,6.7,0,143.33,10.7,0,620.64,7.4,0,273.61,29.3,0,373.71,28.4,0,226.89,25.9,1688399.65,1.9,100,645265.9,1.7,100
88  Sr  [ No Gas ] :  CPS RSD value = 8.49 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 6.46 is over the allowed maximum = 5.00181  Ta  [ No Gas ] :  CPS RSD value = 6.29 is over the allowed maximum = 5.00232  Th  [ No Gas ] :  CPS RSD value = 6.50 is over the allowed maximum = 5.00,FALSE,006CALS_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:52,CalStd,2,Standard 1,0.108,9048.7,4.5,0.11,40.04,66.1,0.101,2219.07,5.5,0.064,26.69,57.3,0.087,31127.02,0.1,0.116,717.41,4.3,0.093,23353.61,2.6,0.095,1474.9,17.7,0.065,97449.45,0.6,0.076,2919.91,1.7,0.097,19640.77,1.1,0.105,4044.67,2.5,0.077,4899.15,6.3,0.092,1344.75,9,0.078,12481.66,1.9,0.09,3847.75,3.3,<0.000,11162.54,2.6,<0.000,1828.63,4.7,0.094,9666.59,2,0.108,497.18,12.3,0.084,20032.04,4.9,0.104,857.56,3.6,0.086,28063.5,8.5,0.092,1117.84,4.2,0.096,29563.01,0.7,0.115,2699.66,9.8,0.094,15172.19,4.5,0.102,2336.88,1.5,0.094,4365.11,3.2,0.092,1167.89,10.3,0.066,7609.87,6.1,0.07,3056.76,4.5,0.1,2195.72,6,0.112,573.92,11.1,0.092,6771.9,2.2,0.096,1044.42,6.5,0.095,9346.11,6.2,0.106,1428.18,7.5,0.097,25825.3,1.3,0.105,2249.12,6.7,<0.000,10004,3.6,<0.000,1391.47,8.3,<0.000,8798.53,3.1,0.098,27905.31,3.4,0.106,6171.04,3.3,0.095,24501.55,3.2,0.095,7075.74,2.7,0.097,27142.87,2,0.104,6414.74,6.1,0.097,4685.57,3.3,0.103,1197.93,9.9,0.096,3904.52,8.3,0.102,994.37,6.7,0.097,13821.46,4,0.108,4104.8,2.8,0.09,4014.68,5.6,0.095,1601.71,10.7,0.099,26080.02,3.5,0.099,8978.9,1,0.095,5890.63,3.7,0.099,2045.55,6.9,0.093,23398.84,3.7,0.102,9022.32,1.5,0.093,7680.08,5.7,0.098,2899.91,3,0.094,22609.84,3.9,0.102,9680.15,2,0.1,5273.08,7.4,0.105,2252.46,4.6,0.094,21473.51,6.5,0.102,5109.51,5.2,0.101,5954.77,4.4,0.108,2336.9,8.6,0.071,14975.88,6.3,0.068,8292.82,6.6,0.093,11707.4,2.4,0.101,6501.59,6.2,0.076,2199.07,3.8,0.081,2008.85,9.2,0.07,9112.61,4.5,0.077,8940.27,6.6,0.097,13797.89,4.6,0.098,6244.96,3.4,0.092,15111.42,6.5,0.096,7793.7,5.8,0.097,14312.87,3.3,0.1,7783.67,5.2,1685321.26,3.6,99.8,634626.92,1.3,98.4
157  Gd  [ He ] :  CPS RSD value = 6.11 is over the allowed maximum = 5.00207  [Pb]  [ He ] :  CPS RSD value = 5.98 is over the allowed maximum = 5.00208  Pb  [ No Gas ] :  CPS RSD value = 5.16 is over the allowed maximum = 5.00232  Th  [ No Gas ] :  CPS RSD value = 5.03 is over the allowed maximum = 5.00,FALSE,007CALS_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 11:56,CalStd,3,Standard 2,1.077,76942.94,1.8,1.033,320.33,28.1,1.006,21531.73,2.1,1.041,387.06,7.9,0.883,125000.01,0.7,0.973,4214.89,7.9,0.973,182881.09,2.1,1.027,14686.1,2.6,0.952,240695.43,0.8,0.999,20803.59,2.4,0.987,183454.79,2.7,1.018,37774.53,3.9,0.98,42480.06,1.9,1.001,10658.28,2.3,0.969,101698.27,3.9,1.024,30612.45,0.5,<0.000,34137.86,1.3,<0.000,5029.33,2.1,0.97,96187.59,3.9,1.12,5049.37,4.1,0.957,189537.38,1.5,1.046,7723.38,7.5,0.967,245718.08,3.2,1.046,10050.63,2.3,0.951,287974.7,2.6,1.091,25229.59,3.8,0.949,149514.32,0.7,1.063,23684.73,1.3,0.999,43458.89,1.4,1.082,12822.47,3.1,1.036,97328.03,1,1.091,39114.72,0.9,1.043,22094.36,1.3,1.026,4995.98,1.5,0.978,64670.36,1.5,1.018,9836.95,2.3,0.94,91058.64,1.3,1.083,14285.58,0.4,0.99,254142.99,1.2,1.057,21753.7,2,0.907,41217.9,2.6,1.058,6007.46,3.9,0.978,38506.81,2,0.996,276787.25,3.8,1.045,59722.59,1.5,0.959,237382.87,2.6,0.996,71217.56,0.2,0.966,269550.15,3.9,1.037,63797.8,1.9,1.006,47456.46,0.6,1.052,11967.64,2,0.956,38513.82,1.2,1.039,10080.82,0.9,0.965,137370.31,0.6,1.041,39313.86,2.8,0.959,41911.77,1.6,1.022,17265.93,6.1,0.995,261422.39,1.9,1.011,91950.82,1.4,0.952,58870.28,2.7,1.048,21673.82,1.8,0.964,240467.71,2,1.026,90642.71,2.1,0.912,75100.64,2.1,1.035,30641.63,2.7,0.986,236829.16,3.7,1.005,95445.73,3.7,0.945,49685.69,3.5,1.048,22386,2.1,0.969,220714.05,4.8,1.036,51736.22,1.2,0.972,57228.84,1.3,1.053,22894.82,4.4,0.786,165746.47,3.8,0.762,93267.62,4.2,0.948,116030.76,4.6,0.991,61299.02,2.4,1.005,20053.28,4.9,1.026,18242.04,6,0.954,86220.19,5.2,0.988,81485.21,1.7,0.957,133479.8,4.4,0.98,61549.02,1,0.949,151088.59,5,0.951,75013.11,0.9,0.937,136518.61,3.1,1.003,76812.61,2.5,1693255.55,1.4,100.3,638366.78,2.7,98.9
147  Sm  [ No Gas ] :  CPS RSD value = 5.49 is over the allowed maximum = 5.00208  Pb  [ No Gas ] :  CPS RSD value = 5.69 is over the allowed maximum = 5.00232  Th  [ No Gas ] :  CPS RSD value = 5.76 is over the allowed maximum = 5.00,FALSE,008CALS_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 12:00,CalStd,4,Standard 3,10.464,744031.17,3.1,10.067,3050.06,3.8,9.878,213235.7,1.7,9.717,3570.72,5.1,8.785,1068899.19,0.5,9.709,39684.63,1.7,9.231,1698733.74,1,10.09,142196.39,1.2,9.503,1637224.05,1.6,10.098,195930.47,2,9.33,1739143.57,1.6,9.839,361483.22,0.7,9.443,399385.31,3.3,10.176,104111.33,1.4,9.396,957505.45,1.3,10.089,288540.43,0.6,8.23,258855.91,1.6,8.218,37309.57,1.5,9.205,921112.16,1.3,10.316,46119.71,2.3,9.621,1894876.13,1.4,10.281,74645.88,2.1,9.314,2337244.12,1.9,10.37,96661.09,3.1,9.457,2893250.65,2,10.394,238801.3,1.7,9.343,1486318.57,3.5,10.149,224264.56,1,9.222,403506.89,0.9,10.241,119770.43,3.3,10.526,987093.27,2.3,11.324,397866.45,3.3,9.718,207596.27,2,10.084,48539.64,1.5,9.205,609829.69,3.1,10.275,97468.61,4,9.308,911282.12,2.8,10.108,132357.7,2.5,9.179,2374824.2,1.2,10.443,212685.9,2.2,9.752,298120.71,1.6,10.52,41201.33,4,10.097,267334.33,3.3,9.369,2630415.89,0.9,10.249,581361.84,0.6,9.414,2346591.91,1.9,9.517,674311.97,1.6,9.408,2655085.14,3.1,10.063,615404.74,3.2,9.284,442076.06,2.7,10.24,115569.06,2.3,9.411,383564.59,5.5,10.33,99688.12,3,9.326,1342072.96,2.4,10.002,375611.74,4,9.226,407761.7,3.6,10.408,174780.49,0.7,9.24,2455217.67,4.1,9.869,892467.26,3.1,8.971,561289.77,2.3,10.112,207691.39,4.1,9.428,2378745.62,0.9,9.604,843307.56,2.5,8.912,742529.12,1.4,9.963,292786.45,3.6,9.45,2294770.82,0.9,9.664,911564.54,1.9,9.451,502393.2,0.7,9.869,209497.51,0.6,9.079,2091241.82,1,10.017,497203.39,1.3,9.424,561824.6,3.7,9.898,214109.15,1.1,8.445,1800014.45,4.8,8.711,1059394.75,2.5,9.512,1175226.22,1.1,9.503,582628.88,1.8,9.936,190694.67,3.3,9.711,166418.3,1,8.995,797233.51,5.7,9.758,775970.79,1.9,9.446,1331384.33,4.3,9.557,596349.15,3.3,9.236,1484126,5.8,9.604,751020.89,3.7,9.121,1340960.08,4.8,9.69,736668.15,3.5,1714872.58,2.2,101.6,635288.53,3.6,98.5
107  Ag  [ He ] :  CPS RSD value = 5.06 is over the allowed maximum = 5.00147  Sm  [ He ] :  CPS RSD value = 5.15 is over the allowed maximum = 5.00157  Gd  [ No Gas ] :  CPS RSD value = 6.35 is over the allowed maximum = 5.00157  Gd  [ He ] :  CPS RSD value = 5.71 is over the allowed maximum = 5.00207  [Pb]  [ He ] :  CPS RSD value = 5.25 is over the allowed maximum = 5.00209  Bi  [ He ] :  CPS RSD value = 5.19 is over the allowed maximum = 5.00232  Th  [ He ] :  CPS RSD value = 5.73 is over the allowed maximum = 5.00238  U  [ He ] :  CPS RSD value = 6.17 is over the allowed maximum = 5.00,FALSE,009CALS_20250514_Ac Series 575  to 858_rerun .D,14-05-2025 12:04,CalStd,5,Standard 4,20.967,1460832.71,2.3,21.369,6544.78,4.3,20.322,430251.93,2.4,19.062,7085.6,5.1,17.981,2123944.52,1.2,19.437,80083.38,2.1,19.078,3436207.05,1.5,19.403,276599.91,1.6,19.324,3175652.85,2.5,20.121,393285.41,0.9,19.431,3550809.05,3,19.019,706707.62,2.1,19.166,792999.64,2.9,20.16,208238.09,2.3,19.151,1908935.29,1.7,19.985,576992.55,1.8,18.766,503062.43,1.4,18.406,73522.81,1.8,18.837,1848171.25,1.6,20.298,91828.98,0.5,19.368,3738223.02,3.4,20.403,149634.08,3.6,19.511,4794824.21,2.2,19.733,185965.67,1.6,19.166,5751932.99,1.9,20.822,483665.04,3.2,19.481,3037932.66,2.4,20.194,451436.83,2.5,19.275,826865.51,2.6,20.238,239401.05,1.2,20.256,1862293.75,0.8,20.82,739768.31,5.1,19.803,414735.23,2.9,20.477,99689.02,2,18.618,1209673.58,2.4,19.472,186838.29,2.6,18.863,1810552.8,2.8,20.536,271827.41,1,19.529,4955302.18,3.1,20.397,420310.26,1.1,19.86,579685.88,2.8,21.063,81326.67,3,19.451,508189.06,2.1,19.155,5274105.57,2.5,20.165,1157188.1,2.9,19.393,4741154.39,2.3,18.787,1346000.01,0.5,19.356,5355828.44,2.9,20.02,1238142.29,3.8,19.181,895850.7,4.7,20.637,235671.41,0.7,19.106,763312.19,3.8,20.096,196146.49,5.1,18.882,2665214.28,4.8,19.83,752897.09,2,19.174,830997.9,6.4,19.811,336596.98,5.7,19.491,5079528.91,4.8,19.716,1803308.16,1.3,18.944,1162396.49,2.8,19.967,415177.31,3.4,19.244,4762845.98,3,19.742,1752817.56,3.1,18.415,1504844.38,3.3,19.825,589881.52,1.4,19.901,4741789.51,4.1,19.515,1861190.31,2.7,19.03,991957.64,4.9,20.345,436967.8,2,19.702,4451667.61,2.9,19.222,964631.64,2,18.728,1094894.96,2.6,20.101,439961.26,4.6,18.917,3958378.8,4,18.409,2265303.35,2.2,18.241,2209773.53,0.6,18.905,1172323.89,3.1,19.653,380703.88,4.4,19.786,342497.05,5.2,19.038,1652087.82,1.7,19.176,1539731.11,0.8,19.011,2628113.4,1.7,18.803,1186784.67,5.2,19.215,3027454.86,0.6,18.751,1483315.25,5.7,19.008,2742261.53,3.3,19.023,1462556.15,6.2,1681657.08,0.9,99.6,642207.92,1.7,99.5
